Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season,Review Rating,Shipping Type,Previous Purchases,Payment Method
937,31,Male,Shoes,Footwear,84,Maine,Summer,2.7,Free Shipping,28,Cash
938,32,Male,Shorts,Clothing,24,Iowa,Summer,2.7,Express,18,Venmo
939,36,Male,Blouse,Clothing,97,Wisconsin,Fall,4.8,Free Shipping,21,Debit Card
940,25,Male,T-shirt,Clothing,89,New York,Winter,4.8,Next Day Air,24,Credit Card
941,48,Male,Belt,Accessories,44,Colorado,Spring,2.6,Store Pickup,15,PayPal
942,39,Male,Handbag,Accessories,35,Illinois,Winter,4.5,2-Day Shipping,38,PayPal
943,26,Male,Dress,Clothing,91,Arizona,Winter,3.2,Express,38,PayPal
944,32,Male,Hat,Accessories,63,Oklahoma,Winter,3.8,Next Day Air,13,Venmo
945,54,Male,Belt,Accessories,97,Indiana,Spring,4.8,Express,39,Cash
946,38,Male,Boots,Footwear,38,Minnesota,Summer,4.1,Store Pickup,8,Venmo
947,46,Male,Coat,Outerwear,24,Pennsylvania,Spring,2.8,Next Day Air,4,PayPal
948,57,Male,Blouse,Clothing,32,Indiana,Winter,3.9,Store Pickup,6,Cash
949,49,Male,Hat,Accessories,90,Alabama,Summer,4.9,Express,11,Venmo
950,33,Male,Jeans,Clothing,36,Montana,Summer,3.4,Standard,49,Venmo
951,54,Male,Backpack,Accessories,37,New Mexico,Winter,4.1,Free Shipping,30,PayPal
952,47,Male,Dress,Clothing,51,Alaska,Summer,2.9,Express,34,Bank Transfer
953,36,Male,Hat,Accessories,71,Idaho,Fall,3.1,2-Day Shipping,28,PayPal
954,68,Male,Sunglasses,Accessories,50,Utah,Spring,3.6,2-Day Shipping,36,Venmo
955,60,Male,Hat,Accessories,74,Louisiana,Fall,3.5,Standard,18,Credit Card
956,55,Male,Dress,Clothing,75,Mississippi,Summer,3.4,Free Shipping,4,PayPal
957,29,Male,Shirt,Clothing,99,Mississippi,Spring,2.9,2-Day Shipping,42,Debit Card
958,38,Male,Scarf,Accessories,23,Indiana,Spring,4.7,Store Pickup,11,Cash
959,70,Male,Sneakers,Footwear,53,Washington,Winter,4.4,Free Shipping,31,Credit Card
960,36,Male,Skirt,Clothing,99,Nevada,Spring,2.6,Standard,12,Cash
961,18,Male,Jewelry,Accessories,48,Louisiana,Spring,4.4,Standard,20,Venmo
962,62,Male,Boots,Footwear,72,Pennsylvania,Fall,3.7,Next Day Air,37,Debit Card
963,29,Male,Sunglasses,Accessories,64,Michigan,Spring,4.4,Standard,26,Debit Card
964,21,Male,Boots,Footwear,63,South Carolina,Spring,2.5,2-Day Shipping,14,Credit Card
965,42,Male,Sandals,Footwear,51,Arizona,Spring,2.6,Next Day Air,12,Venmo
966,43,Male,Boots,Footwear,55,Delaware,Spring,5,Store Pickup,10,Credit Card
967,58,Male,Dress,Clothing,55,Kentucky,Spring,4.9,Express,19,Cash
968,27,Male,Hoodie,Clothing,26,Georgia,Summer,3.7,Store Pickup,4,Cash
969,57,Male,Shorts,Clothing,67,North Carolina,Summer,3.1,Next Day Air,48,Bank Transfer
970,40,Male,Coat,Outerwear,31,California,Fall,3.2,Express,37,PayPal
971,45,Male,Jeans,Clothing,66,California,Winter,4.4,Free Shipping,4,Cash
972,47,Male,Sunglasses,Accessories,67,Indiana,Summer,4.3,Next Day Air,15,Credit Card
973,61,Male,Sneakers,Footwear,61,Colorado,Winter,3,Standard,33,Credit Card
974,60,Male,Jacket,Outerwear,75,Colorado,Fall,3.5,2-Day Shipping,30,Bank Transfer
975,69,Male,Skirt,Clothing,90,North Carolina,Spring,3.6,2-Day Shipping,23,Bank Transfer
976,58,Male,Sweater,Clothing,40,Washington,Summer,3.8,2-Day Shipping,2,Bank Transfer
977,34,Male,T-shirt,Clothing,90,Florida,Fall,3.6,Express,50,Credit Card
978,20,Male,Belt,Accessories,20,Washington,Spring,4.6,Express,34,Cash
979,56,Male,Gloves,Accessories,40,Colorado,Summer,2.5,Standard,33,Credit Card
980,64,Male,Hat,Accessories,33,New Hampshire,Fall,3.5,Store Pickup,34,Debit Card
981,56,Male,Boots,Footwear,98,Maryland,Spring,4,Free Shipping,39,PayPal
982,27,Male,Belt,Accessories,42,Maryland,Spring,3.5,Next Day Air,47,Credit Card
983,35,Male,Coat,Outerwear,62,Texas,Summer,3.2,Standard,37,PayPal
984,24,Male,Hat,Accessories,45,New Mexico,Winter,3.5,Free Shipping,40,Venmo
985,26,Male,Shoes,Footwear,78,Utah,Summer,3.4,Free Shipping,8,Credit Card
986,32,Male,Handbag,Accessories,80,West Virginia,Fall,5,Express,12,Bank Transfer
987,54,Male,Scarf,Accessories,96,Connecticut,Spring,4.5,Store Pickup,36,Bank Transfer
988,62,Male,Handbag,Accessories,47,West Virginia,Summer,2.8,Express,48,PayPal
989,50,Male,Pants,Clothing,84,Ohio,Winter,4.9,2-Day Shipping,47,PayPal
990,70,Male,Shoes,Footwear,31,Texas,Spring,3.1,Store Pickup,2,Bank Transfer
991,48,Male,Sunglasses,Accessories,63,Washington,Spring,4.8,Store Pickup,24,Cash
992,20,Male,Shorts,Clothing,97,Wisconsin,Spring,2.7,Standard,40,Bank Transfer
993,46,Male,Jacket,Outerwear,99,Louisiana,Winter,4.6,Express,50,Debit Card
994,51,Male,Sandals,Footwear,90,Iowa,Winter,4.4,Store Pickup,25,Cash
995,53,Male,Shoes,Footwear,68,New York,Fall,3.2,Express,20,Debit Card
996,44,Male,Jewelry,Accessories,80,Idaho,Spring,3,2-Day Shipping,10,Venmo
997,29,Male,Sandals,Footwear,91,Delaware,Summer,4.9,Standard,32,Bank Transfer
998,64,Male,Pants,Clothing,30,Kentucky,Spring,3.6,Express,31,Cash
999,51,Male,Shoes,Footwear,90,Connecticut,Spring,3.8,Next Day Air,48,Bank Transfer
1000,50,Male,Socks,Clothing,28,New Mexico,Spring,2.9,Standard,23,Debit Card
1001,43,Male,Socks,Clothing,46,Georgia,Winter,3.9,Express,1,Bank Transfer
1002,61,Male,Dress,Clothing,60,Washington,Fall,3.6,Standard,4,Debit Card
1003,55,Male,Shoes,Footwear,59,North Dakota,Spring,3.5,Store Pickup,3,Bank Transfer
1004,56,Male,Hat,Accessories,68,Ohio,Fall,4,Store Pickup,3,Cash
1005,33,Male,Backpack,Accessories,79,Tennessee,Summer,4.8,2-Day Shipping,44,Cash
1006,43,Male,Backpack,Accessories,94,New York,Winter,3.9,Store Pickup,5,Debit Card
1007,21,Male,Pants,Clothing,83,Michigan,Summer,4.5,Next Day Air,50,Venmo
1008,58,Male,Gloves,Accessories,62,Georgia,Spring,4.8,Standard,2,Credit Card
1009,41,Male,Scarf,Accessories,85,New Mexico,Spring,2.6,Store Pickup,29,PayPal
1010,39,Male,Hoodie,Clothing,30,Louisiana,Summer,3.1,Express,11,Venmo
1011,54,Male,Jeans,Clothing,24,South Dakota,Spring,4.7,2-Day Shipping,37,Credit Card
1012,43,Male,Backpack,Accessories,25,Montana,Spring,2.9,Next Day Air,32,Debit Card
1013,28,Male,Sandals,Footwear,37,New Mexico,Summer,3.8,Express,27,Credit Card
1014,59,Male,Belt,Accessories,69,South Carolina,Summer,3.8,2-Day Shipping,31,Venmo
1015,28,Male,Shoes,Footwear,97,Ohio,Summer,3,Standard,36,Debit Card
1016,68,Male,Gloves,Accessories,24,North Carolina,Summer,4.1,Standard,34,Cash
1017,20,Male,Belt,Accessories,30,Idaho,Summer,3.4,Express,15,Bank Transfer
1018,21,Male,Jacket,Outerwear,53,Oklahoma,Fall,2.5,Express,14,Credit Card
1019,50,Male,Dress,Clothing,70,Georgia,Spring,4.9,Next Day Air,46,Cash
1020,32,Male,Shirt,Clothing,76,Kentucky,Winter,2.8,Standard,33,Venmo
1021,24,Male,Scarf,Accessories,95,Delaware,Fall,4.5,Express,41,Debit Card
1022,55,Male,Coat,Outerwear,51,Massachusetts,Winter,4.9,2-Day Shipping,39,PayPal
1023,61,Male,Handbag,Accessories,41,Nebraska,Winter,4.9,Store Pickup,7,Cash
1024,61,Male,Sunglasses,Accessories,71,Maine,Winter,3.5,Free Shipping,29,Bank Transfer
1025,28,Male,T-shirt,Clothing,66,Pennsylvania,Summer,3.5,Free Shipping,18,Venmo
1026,60,Male,Shirt,Clothing,84,Nebraska,Winter,4.9,Free Shipping,15,Credit Card
1027,49,Male,Handbag,Accessories,95,Virginia,Winter,3,Express,39,PayPal
1028,33,Male,Jewelry,Accessories,90,Ohio,Summer,2.8,Next Day Air,11,Cash
1029,45,Male,Hoodie,Clothing,36,Nebraska,Summer,3.7,Standard,4,Cash
1030,29,Male,Gloves,Accessories,22,Ohio,Spring,3.6,2-Day Shipping,33,Venmo
1031,58,Male,Coat,Outerwear,89,Kentucky,Winter,3.3,Next Day Air,37,Debit Card
1032,22,Male,Sandals,Footwear,50,Tennessee,Spring,3.4,Free Shipping,32,Cash
1033,55,Male,Boots,Footwear,36,Maine,Fall,4,Free Shipping,44,Credit Card
1034,19,Male,Pants,Clothing,52,Montana,Spring,4.6,Free Shipping,41,Bank Transfer
1035,68,Male,Socks,Clothing,29,Maryland,Fall,4.2,Next Day Air,44,Bank Transfer
1036,61,Male,Blouse,Clothing,89,Georgia,Fall,2.8,Express,32,Venmo
1037,68,Male,Handbag,Accessories,47,Hawaii,Fall,3.7,2-Day Shipping,13,Bank Transfer
1038,52,Male,Jewelry,Accessories,25,Rhode Island,Spring,3.4,Standard,48,Debit Card
1039,41,Male,Pants,Clothing,74,Nebraska,Fall,3,Express,3,Bank Transfer
1040,29,Male,Belt,Accessories,46,Michigan,Fall,4.8,Standard,39,Venmo
1041,68,Male,Jeans,Clothing,22,North Carolina,Fall,4,Next Day Air,7,Cash
1042,36,Male,Shirt,Clothing,25,Minnesota,Summer,4.9,Next Day Air,11,Cash
1043,55,Male,Belt,Accessories,80,Maryland,Spring,4.9,Next Day Air,47,Credit Card
1044,28,Male,Jeans,Clothing,76,Hawaii,Spring,3.3,2-Day Shipping,28,Debit Card
1045,39,Male,Jeans,Clothing,30,Oregon,Summer,4.4,Next Day Air,17,Bank Transfer
1046,54,Male,Sweater,Clothing,79,New Mexico,Fall,3.5,2-Day Shipping,11,PayPal
1047,40,Male,Sneakers,Footwear,22,Illinois,Winter,4.2,Standard,12,Venmo
1048,31,Male,Socks,Clothing,36,Utah,Fall,4.2,Standard,7,Credit Card
1049,30,Male,Socks,Clothing,77,Maine,Fall,2.7,Standard,19,Venmo
1050,45,Male,Sunglasses,Accessories,33,Virginia,Fall,2.8,Store Pickup,24,Cash
1051,48,Male,Sneakers,Footwear,64,Florida,Winter,3.8,Next Day Air,19,Venmo
1052,45,Male,Socks,Clothing,53,Ohio,Fall,2.6,Free Shipping,39,PayPal
1053,60,Male,Shoes,Footwear,36,Virginia,Fall,3,2-Day Shipping,1,Credit Card
1054,59,Male,Blouse,Clothing,70,Kansas,Spring,3.3,2-Day Shipping,10,Debit Card
1055,18,Male,Shorts,Clothing,96,Arkansas,Winter,4.9,Express,48,PayPal
1056,70,Male,Jacket,Outerwear,27,Massachusetts,Spring,3.3,Next Day Air,24,Debit Card
1057,20,Male,Sweater,Clothing,64,Idaho,Winter,2.9,2-Day Shipping,42,Venmo
1058,65,Male,Jacket,Outerwear,23,Wisconsin,Spring,4.4,2-Day Shipping,20,Credit Card
1059,29,Male,Scarf,Accessories,33,New Mexico,Summer,3.1,Next Day Air,49,Bank Transfer
1060,22,Male,Jacket,Outerwear,34,North Carolina,Winter,2.5,Standard,25,Debit Card
1061,27,Male,Sweater,Clothing,35,Iowa,Summer,2.6,Next Day Air,21,Debit Card
1062,36,Male,Coat,Outerwear,62,Idaho,Summer,4.4,Free Shipping,12,Venmo
1063,59,Male,Boots,Footwear,75,Ohio,Fall,2.6,Next Day Air,21,Debit Card
1064,62,Male,Hoodie,Clothing,29,Alabama,Summer,3.3,Free Shipping,35,Cash
1065,34,Male,Hat,Accessories,28,Wyoming,Spring,3.5,Express,42,Credit Card
1066,59,Male,T-shirt,Clothing,20,Alabama,Spring,4.1,Store Pickup,3,PayPal
1067,49,Male,Coat,Outerwear,96,Mississippi,Winter,4,Store Pickup,11,PayPal
1068,18,Male,Dress,Clothing,43,Pennsylvania,Summer,2.7,2-Day Shipping,22,PayPal
1069,55,Male,Shirt,Clothing,94,Wyoming,Fall,2.5,Standard,47,Credit Card
1070,38,Male,Skirt,Clothing,81,Maryland,Fall,4.3,Next Day Air,33,Venmo
1071,50,Male,Jewelry,Accessories,75,North Carolina,Summer,3.3,Free Shipping,50,Debit Card
1072,61,Male,Hat,Accessories,81,Pennsylvania,Summer,2.6,Express,46,Credit Card
1073,48,Male,Shorts,Clothing,92,Idaho,Fall,3.5,Express,34,Debit Card
1074,22,Male,Scarf,Accessories,96,California,Spring,4,Store Pickup,33,Credit Card
1075,48,Male,Jewelry,Accessories,71,Tennessee,Fall,2.6,Standard,45,Bank Transfer
1076,57,Male,Sunglasses,Accessories,50,Missouri,Summer,4.9,Next Day Air,32,Debit Card
1077,33,Male,Coat,Outerwear,72,North Dakota,Spring,2.9,Standard,47,Venmo
1078,58,Male,Jacket,Outerwear,28,West Virginia,Winter,3.7,Standard,5,PayPal
1079,37,Male,Sweater,Clothing,59,Arizona,Fall,4.4,Express,49,Credit Card
1080,18,Male,Coat,Outerwear,33,Oklahoma,Summer,4.4,Free Shipping,48,Bank Transfer
1081,65,Male,Scarf,Accessories,59,Pennsylvania,Fall,3.8,Express,22,Cash
1082,62,Male,Belt,Accessories,30,Idaho,Spring,4.5,Standard,45,Credit Card
1083,54,Male,Hat,Accessories,85,South Carolina,Winter,2.6,Next Day Air,30,Venmo
1084,35,Male,Backpack,Accessories,97,Washington,Summer,3.3,Store Pickup,43,Cash
1085,34,Male,T-shirt,Clothing,36,Arkansas,Fall,4.1,Next Day Air,48,Cash
1086,25,Male,Jewelry,Accessories,85,Utah,Winter,3,Store Pickup,23,Venmo
1087,53,Male,Sunglasses,Accessories,62,Alaska,Winter,3,Free Shipping,27,PayPal
1088,45,Male,Jeans,Clothing,71,West Virginia,Winter,3.4,Next Day Air,7,Bank Transfer
1089,49,Male,Pants,Clothing,21,Louisiana,Winter,2.7,Free Shipping,2,PayPal
1090,40,Male,Backpack,Accessories,61,Arizona,Spring,3.8,Next Day Air,33,PayPal
1091,38,Male,Scarf,Accessories,58,Connecticut,Spring,4.2,Store Pickup,27,Cash
1092,44,Male,Sweater,Clothing,80,North Carolina,Spring,4.7,Store Pickup,6,Credit Card
1093,68,Male,Jewelry,Accessories,50,South Dakota,Spring,4.1,2-Day Shipping,20,Venmo
1094,60,Male,Sneakers,Footwear,48,Delaware,Winter,4.2,2-Day Shipping,46,Venmo
1095,25,Male,Jewelry,Accessories,40,Connecticut,Winter,4.8,Next Day Air,25,Cash
1096,19,Male,Coat,Outerwear,34,Tennessee,Summer,3,Free Shipping,30,Bank Transfer
1097,57,Male,Coat,Outerwear,46,New Hampshire,Fall,2.6,Standard,48,Credit Card
1098,58,Male,Sunglasses,Accessories,27,Vermont,Summer,3.2,Store Pickup,47,Bank Transfer
1099,49,Male,Handbag,Accessories,98,Idaho,Spring,3.6,Next Day Air,27,Credit Card
1100,19,Male,Sweater,Clothing,73,North Carolina,Fall,2.6,Next Day Air,45,Bank Transfer
1101,50,Male,Pants,Clothing,28,Nevada,Spring,4.4,Express,2,Credit Card
1102,30,Male,Gloves,Accessories,76,Delaware,Fall,3,Free Shipping,39,Cash
1103,52,Male,Sweater,Clothing,83,Texas,Fall,2.9,Express,24,Cash
1104,35,Male,Hoodie,Clothing,23,Tennessee,Spring,4.3,Free Shipping,8,Debit Card
1105,35,Male,Hat,Accessories,28,Delaware,Fall,3.1,Express,8,Bank Transfer
1106,33,Male,T-shirt,Clothing,83,Massachusetts,Spring,3,Next Day Air,6,Venmo
1107,52,Male,Skirt,Clothing,96,Minnesota,Winter,3.6,Store Pickup,12,Venmo
1108,69,Male,Sneakers,Footwear,62,Texas,Fall,2.8,Store Pickup,26,Bank Transfer
1109,27,Male,Shorts,Clothing,25,Nebraska,Fall,2.8,Standard,50,Cash
1110,66,Male,Hoodie,Clothing,97,Oklahoma,Winter,4.9,Next Day Air,2,Venmo
1111,28,Male,Hoodie,Clothing,61,Texas,Fall,3,Standard,31,Cash
1112,22,Male,Shoes,Footwear,66,New York,Summer,4.1,Next Day Air,4,Credit Card
1113,69,Male,Hoodie,Clothing,67,Washington,Spring,4.6,Free Shipping,32,PayPal
1114,28,Male,Sunglasses,Accessories,80,Maryland,Summer,4.8,Next Day Air,11,PayPal
1115,55,Male,Skirt,Clothing,25,New Hampshire,Fall,2.6,Next Day Air,47,Bank Transfer
1116,30,Male,Hat,Accessories,58,New York,Fall,4,2-Day Shipping,37,Cash
1117,67,Male,Backpack,Accessories,96,Hawaii,Winter,4.2,Express,39,PayPal
1118,25,Male,Sunglasses,Accessories,77,California,Spring,4.5,Store Pickup,24,Credit Card
1119,49,Male,Belt,Accessories,65,Indiana,Summer,4.9,Standard,11,PayPal
1120,34,Male,Jewelry,Accessories,36,Louisiana,Spring,3.1,Standard,36,Credit Card
1121,22,Male,Sneakers,Footwear,84,Pennsylvania,Winter,4,Next Day Air,40,Debit Card
1122,63,Male,T-shirt,Clothing,58,Florida,Fall,3.2,Express,25,Cash
1123,70,Male,Handbag,Accessories,62,North Carolina,Spring,4.3,2-Day Shipping,12,Credit Card
1124,36,Male,Hat,Accessories,67,Massachusetts,Fall,2.5,Store Pickup,38,Cash
1125,42,Male,Sweater,Clothing,20,Iowa,Spring,4.9,Express,40,Cash
1126,27,Male,Sandals,Footwear,90,North Dakota,Summer,2.7,2-Day Shipping,10,Bank Transfer
1127,23,Male,Scarf,Accessories,58,Iowa,Winter,3.4,Standard,47,Venmo
1128,50,Male,Shirt,Clothing,53,Delaware,Spring,4.8,Store Pickup,22,Debit Card
1129,56,Male,Gloves,Accessories,30,New York,Winter,4.7,Next Day Air,35,Debit Card
1130,37,Male,Hoodie,Clothing,65,New Hampshire,Winter,4.7,Express,46,Venmo
1131,67,Male,Jewelry,Accessories,41,Kentucky,Summer,3.9,Standard,30,PayPal
1132,67,Male,Shirt,Clothing,73,Illinois,Spring,3.7,Express,20,Bank Transfer
1133,50,Male,Hoodie,Clothing,98,North Carolina,Spring,4.3,Store Pickup,25,Cash
1134,36,Male,Shoes,Footwear,36,Connecticut,Winter,4.1,2-Day Shipping,29,Cash
1135,62,Male,T-shirt,Clothing,81,Wisconsin,Summer,4.6,Express,2,Venmo
1136,65,Male,Skirt,Clothing,90,Massachusetts,Winter,3.6,2-Day Shipping,32,Bank Transfer
1137,23,Male,Handbag,Accessories,83,Illinois,Summer,4.8,Free Shipping,37,Cash
1138,46,Male,Shirt,Clothing,91,New Mexico,Winter,2.8,2-Day Shipping,16,Bank Transfer
1139,18,Male,Pants,Clothing,36,Iowa,Summer,4.7,Express,32,Venmo
1140,58,Male,Coat,Outerwear,53,Alabama,Spring,3.9,Standard,42,Debit Card
1141,31,Male,Jeans,Clothing,39,Maryland,Winter,2.6,Store Pickup,6,Credit Card
1142,39,Male,Gloves,Accessories,33,Ohio,Winter,4.7,Next Day Air,23,PayPal
1143,69,Male,T-shirt,Clothing,76,Ohio,Spring,3.5,Store Pickup,27,Venmo
1144,68,Male,Boots,Footwear,23,Nevada,Winter,4.4,Standard,43,PayPal
1145,41,Male,Jeans,Clothing,54,South Carolina,Fall,4.4,2-Day Shipping,25,Bank Transfer
1146,31,Male,Sneakers,Footwear,89,Nevada,Summer,3,Express,30,Cash
1147,48,Male,Sneakers,Footwear,38,Wisconsin,Summer,4.2,Standard,7,Bank Transfer
1148,59,Male,Hat,Accessories,36,Tennessee,Winter,4.3,Next Day Air,17,Debit Card
1149,34,Male,Pants,Clothing,66,Florida,Spring,2.6,Store Pickup,10,PayPal
1150,21,Male,Jewelry,Accessories,42,Georgia,Spring,3.3,Store Pickup,40,Venmo
1151,29,Male,Jewelry,Accessories,36,Kentucky,Winter,2.7,Next Day Air,50,Venmo
1152,41,Male,Blouse,Clothing,86,Ohio,Spring,4.2,Express,24,Credit Card
1153,62,Male,Handbag,Accessories,49,Connecticut,Fall,4,Standard,8,PayPal
1154,27,Male,Shirt,Clothing,41,Idaho,Summer,4,Free Shipping,6,Bank Transfer
1155,49,Male,Dress,Clothing,82,Georgia,Spring,2.9,2-Day Shipping,44,Credit Card
1156,67,Male,T-shirt,Clothing,53,Tennessee,Fall,2.6,Express,47,PayPal
1157,20,Male,Shoes,Footwear,21,Hawaii,Summer,4.8,Express,6,Venmo
1158,37,Male,Belt,Accessories,66,Maryland,Fall,4.4,Standard,11,Cash
1159,69,Male,Belt,Accessories,89,Nevada,Summer,4,2-Day Shipping,41,Bank Transfer
1160,66,Male,Handbag,Accessories,55,New Hampshire,Fall,3.6,2-Day Shipping,46,Venmo
1161,37,Male,Scarf,Accessories,42,North Dakota,Summer,3.2,Next Day Air,9,Venmo
1162,63,Male,Shorts,Clothing,52,Oklahoma,Fall,3.1,2-Day Shipping,37,PayPal
1163,47,Male,Sandals,Footwear,92,North Carolina,Winter,4.2,Express,13,PayPal
1164,26,Male,Pants,Clothing,56,Tennessee,Summer,3,2-Day Shipping,24,Debit Card
1165,68,Male,Dress,Clothing,96,Montana,Winter,4.2,Standard,47,PayPal
1166,51,Male,T-shirt,Clothing,64,Wisconsin,Winter,2.9,Next Day Air,21,Venmo
1167,48,Male,Dress,Clothing,48,Connecticut,Winter,3.7,Store Pickup,22,Venmo
1168,60,Male,Socks,Clothing,83,New Jersey,Summer,3.6,Free Shipping,16,PayPal
1169,68,Male,Scarf,Accessories,91,Mississippi,Summer,3.6,Standard,37,Debit Card
1170,25,Male,Backpack,Accessories,94,Wyoming,Fall,4.5,2-Day Shipping,3,Cash
1171,57,Male,Skirt,Clothing,62,Illinois,Spring,3.2,Express,33,Cash
1172,41,Male,Socks,Clothing,55,Louisiana,Spring,3.9,Next Day Air,15,Debit Card
1173,59,Male,Coat,Outerwear,68,Oregon,Spring,4.6,Store Pickup,42,Bank Transfer
1174,44,Male,Jewelry,Accessories,76,South Dakota,Winter,2.5,Express,42,Cash
1175,42,Male,Backpack,Accessories,31,Michigan,Winter,4.3,Express,19,Bank Transfer
1176,35,Male,Belt,Accessories,81,New Jersey,Spring,4.1,Store Pickup,26,PayPal
1177,36,Male,Dress,Clothing,83,Oregon,Winter,4.6,Free Shipping,39,PayPal
1178,54,Male,Skirt,Clothing,21,Iowa,Spring,4.8,Standard,24,Debit Card
1179,37,Male,Dress,Clothing,22,South Carolina,Spring,4.9,Express,23,Debit Card
1180,20,Male,T-shirt,Clothing,33,Indiana,Summer,2.8,Free Shipping,44,Bank Transfer
1181,23,Male,Skirt,Clothing,23,Oregon,Spring,4.9,Standard,34,Cash
1182,61,Male,Shorts,Clothing,96,New York,Summer,3.5,Free Shipping,43,Bank Transfer
1183,37,Male,Jewelry,Accessories,21,New Mexico,Spring,3.8,Express,45,PayPal
1184,23,Male,Pants,Clothing,39,Louisiana,Spring,4.5,2-Day Shipping,4,Credit Card
1185,63,Male,Belt,Accessories,73,South Carolina,Fall,3.4,Express,19,Credit Card
1186,47,Male,Jeans,Clothing,64,Maine,Spring,3.9,Standard,29,Credit Card
1187,63,Male,Jeans,Clothing,68,Indiana,Summer,4.1,2-Day Shipping,27,Credit Card
1188,56,Male,Hat,Accessories,89,Iowa,Fall,3,Express,37,Credit Card
1189,68,Male,Blouse,Clothing,29,Mississippi,Summer,3.3,Next Day Air,11,Credit Card
1190,64,Male,Shirt,Clothing,97,Arkansas,Summer,4.9,Free Shipping,28,Debit Card
1191,62,Male,Shirt,Clothing,45,South Carolina,Winter,4.3,Next Day Air,31,Credit Card
1192,34,Male,T-shirt,Clothing,70,Indiana,Winter,4.1,Free Shipping,50,Venmo
1193,49,Male,Coat,Outerwear,56,Florida,Summer,4,2-Day Shipping,42,Venmo
1194,40,Male,Jacket,Outerwear,55,Alaska,Fall,5,2-Day Shipping,18,Credit Card
1195,50,Male,Hoodie,Clothing,46,New York,Winter,3.1,2-Day Shipping,6,Credit Card
1196,25,Male,Scarf,Accessories,95,Texas,Winter,4,2-Day Shipping,33,Venmo
1197,30,Male,Belt,Accessories,88,North Dakota,Winter,3.2,2-Day Shipping,13,Bank Transfer
1198,54,Male,Sneakers,Footwear,92,Vermont,Fall,3.9,Standard,26,PayPal
1199,40,Male,Socks,Clothing,49,New Jersey,Summer,3.9,2-Day Shipping,17,Cash
1200,49,Male,Sandals,Footwear,89,Maryland,Fall,4.5,Free Shipping,3,Debit Card
1201,27,Male,Coat,Outerwear,22,Connecticut,Winter,4.4,Store Pickup,7,PayPal
1202,27,Male,Shoes,Footwear,61,Illinois,Summer,3.1,2-Day Shipping,46,Venmo
1203,48,Male,Scarf,Accessories,29,Maryland,Spring,2.9,Standard,14,Venmo
1204,40,Male,Sneakers,Footwear,82,Minnesota,Winter,3.7,Free Shipping,23,Bank Transfer
1205,67,Male,Belt,Accessories,94,Florida,Spring,3.2,2-Day Shipping,20,Credit Card
1206,52,Male,Handbag,Accessories,99,California,Spring,3.5,Standard,38,Bank Transfer
1207,22,Male,Handbag,Accessories,59,Mississippi,Fall,3,Free Shipping,16,Venmo
1208,62,Male,Boots,Footwear,90,Washington,Summer,4.1,Next Day Air,48,Credit Card
1209,20,Male,Boots,Footwear,100,Wisconsin,Winter,2.9,2-Day Shipping,8,Debit Card
1210,41,Male,Pants,Clothing,62,Pennsylvania,Winter,3.8,Next Day Air,16,Bank Transfer
1211,34,Male,Sunglasses,Accessories,78,Missouri,Fall,4.1,Next Day Air,5,Cash
1212,23,Male,Hoodie,Clothing,94,Oklahoma,Spring,4.6,Store Pickup,14,Venmo
1213,32,Male,Shoes,Footwear,74,Pennsylvania,Summer,2.5,Free Shipping,18,Credit Card
1214,68,Male,Handbag,Accessories,52,Kentucky,Spring,3.7,Express,14,Debit Card
1215,30,Male,Jacket,Outerwear,81,Vermont,Fall,3.8,Free Shipping,5,Cash
1216,66,Male,Blouse,Clothing,20,Oregon,Winter,2.6,2-Day Shipping,15,Credit Card
1217,62,Male,Pants,Clothing,32,Utah,Summer,3.7,Free Shipping,3,Venmo
1218,50,Male,Boots,Footwear,63,Nebraska,Fall,2.6,Free Shipping,12,Cash
1219,55,Male,Boots,Footwear,79,Pennsylvania,Spring,3.1,Store Pickup,43,Cash
1220,19,Male,Sweater,Clothing,23,Vermont,Winter,2.5,Next Day Air,35,Credit Card
1221,67,Male,Gloves,Accessories,64,Kentucky,Winter,4.9,Express,36,Bank Transfer
1222,18,Male,Socks,Clothing,69,Iowa,Winter,4.5,Standard,3,Cash
1223,58,Male,Jeans,Clothing,69,Indiana,Fall,3.4,Store Pickup,27,Bank Transfer
1224,69,Male,Pants,Clothing,24,Kansas,Winter,3.9,Free Shipping,21,Bank Transfer
1225,62,Male,Shorts,Clothing,50,Illinois,Summer,3.7,Store Pickup,18,Venmo
1226,28,Male,Gloves,Accessories,97,North Carolina,Fall,2.6,Free Shipping,16,Debit Card
1227,53,Male,Sandals,Footwear,91,Ohio,Fall,3.4,Store Pickup,18,Venmo
1228,27,Male,Blouse,Clothing,37,Illinois,Spring,4.9,Store Pickup,19,Bank Transfer
1229,55,Male,Jacket,Outerwear,55,Indiana,Winter,3.9,Express,1,Cash
1230,34,Male,Jewelry,Accessories,52,Kansas,Winter,3.6,Express,39,Bank Transfer
1231,25,Male,Hat,Accessories,80,Illinois,Spring,4.6,Standard,49,Venmo
1232,66,Male,Socks,Clothing,79,Pennsylvania,Spring,4,2-Day Shipping,43,Credit Card
1233,57,Male,Handbag,Accessories,23,New York,Summer,3.6,Free Shipping,31,Debit Card
1234,46,Male,Pants,Clothing,73,Utah,Winter,3.5,Next Day Air,40,Venmo
